id,image,name,username,url,bio
3711072372,http://pbs.twimg.com/profile_images/723615347379556352/2waWVp1r_normal.jpg,Marqueeda #ONA16,LaStarGotNext,https://t.co/BCUvJRRLw0,Science geek. Culture kid. Interdimensional bada$$. Curator of Interwebs I Social Media Editor I Community Manager @BlackGirlNerds Love my weird & yours.
3600827475,http://pbs.twimg.com/profile_images/745324353273888768/Jd_YhPFn_normal.jpg,Alexandra Furlo,Alexandra_Furlo,,Communication intern for UMass Presidents Office || Media Specialist for UMass Amherst Athletics || Aspiring broadcast sports journalist || UMass Amherst '17
3529794437,http://pbs.twimg.com/profile_images/765947138568105984/3UgHbxqo_normal.jpg,Becca Costello,becca_costello,https://t.co/RwZFRXzbXG,"Digital reporter for NPR affiliate WFIU news and PBS affiliate WTIU news in Bloomington, IN."
3524862917,http://pbs.twimg.com/profile_images/756194825762996224/Lf9Gg5TJ_normal.jpg,Aiden Nicole K.,HeyAidenK,https://t.co/L7yRIwglXz,"Chicago based writer. //@HOISTMakes lit editor // @OffKilterMag // @TheDepaulia // @inthesetimesmag intern // Policy, edu., social justice, media, art + culture"
3448604541,http://pbs.twimg.com/profile_images/717392692095922176/MF84P8uV_normal.jpg,Brianna Volz,BriannaVolz,,Aspiring Journalist / University of Central Florida / @news6WKMG Intern
3439380862,http://pbs.twimg.com/profile_images/636212147836571648/hdXyLQeN_normal.jpg,Jenny Choi,jennychoinews,http://t.co/TBxpvbDpre,"media grant maker at @McCormick_Fdn (tweets my own), local news and pubmedia advocate, retired punk rocker"
3417994277,http://pbs.twimg.com/profile_images/775383929209716736/owEy3C4g_normal.jpg,Karie Herringa,Karie9and10,https://t.co/Z8MsdkzR3o,@9and10News web producer. @CMUniversity alum. Email KarieHerringa@9and10news.com
3371566054,http://pbs.twimg.com/profile_images/770438704058040320/bOs1eDse_normal.jpg,Patrick Seelinger,wcard_seelinger,,"Writer for @uncresearch, aspiring web designer and pop punk enthusiast. It's pretty neat. 

@unc '17"
3319067817,http://pbs.twimg.com/profile_images/609017810430345217/1DwWPCIq_normal.jpg,Beth Mirza,BethMirza,,News editor @shrm. tweets my own.
3311788850,http://pbs.twimg.com/profile_images/746406620104634368/NqmArGdI_normal.jpg,dailyUV,thedailyUV,http://t.co/OnLZj03VZf,"A community website for the #UpperValley of VT/NH with news, events, talk, a market and directory. 
https://t.co/OnLZiZMkAF"
3300281317,http://pbs.twimg.com/profile_images/760365628872011777/tcQ-NdHN_normal.jpg,Alberto B Mendoza,AlbertoBNAHJ,https://t.co/vILKuiGRAQ,"Executive Director for the National Association of Hispanic Journalists. Non profit leader, founder of Honor 41, Social Media entrepreneur and producer."
3291400541,http://pbs.twimg.com/profile_images/749321854725283840/wyEOgkOn_normal.jpg,Stephanie Murray,StephMurr_Jour,https://t.co/Pu4fhYee1t,Editor in Chief @AmherstWire | Correspondent @DailyHampGaz | @umassjournalism '18 | Previously Intern @LowellSunNews | stephaniemur@umass.edu
3284628937,http://pbs.twimg.com/profile_images/729014963071684608/GlMIAMU8_normal.jpg,Mahlia Posey,mcposeyy,https://t.co/5Xe23N8wPC,@HowardU Alum // @UCBSOJ '17 //@NBCNightlynews intern // enjoys eating breakfast for as many meals possible // shares ≠ opinions
3281337524,http://pbs.twimg.com/profile_images/776846632058957825/Bos72pbP_normal.jpg,Katherine Wei,Katherinewei508,,"Crime reporter for @riconfidential, Master's candidate '17 at @ucbsoj. Former reporter/editor for @thechinapost. I swim and eat gummy bears by the handful."
3260238920,http://pbs.twimg.com/profile_images/744992579150745601/Vbr927Pu_normal.jpg,Michael Olinger,MikeJOlinger,,"Journalism major at the University of Nevada, Reno. Last summer I interned at The Fresno Bee. This summer I'm a fellow with News21!"
3253204308,http://pbs.twimg.com/profile_images/724613831620620289/0F7NAiGo_normal.jpg,Andrea Czobor,AndreaCzobor,https://t.co/hfWu4Hqw1Q,Broadcast Journalist at The Frank W. & Sue Mayborn School of Journalism
3250375974,http://pbs.twimg.com/profile_images/670317592049881088/KBJkKPSs_normal.jpg,LocalNewsEye,LocalNewsEye,https://t.co/147m06Pc94,"Local News Eye offers online community news, events, opinions and politics in the Cowichan Valley. All the controversy with no print recycling necessary."
3218905542,http://pbs.twimg.com/profile_images/600160599289409536/nLlfa5H7_normal.jpg,Justin Adams,jusstadams,,"Digital Manager @TheChrony,"
3203314919,http://pbs.twimg.com/profile_images/654084373902331904/hfCHEV04_normal.jpg,Cara Lombardo,CaraRLombardo,https://t.co/LZcIXIcovd,"Investigative & data journalist. Reports at @WisWatch, @PolitiFactWisc & @journalsentinel, studies at @UW_SJMC. Alum of @UWBusiness. CPA in my first life."
3154619640,http://pbs.twimg.com/profile_images/746510872865038336/uXldsyTz_normal.jpg,StoryUP VR,StoryUpStudios,https://t.co/0rnB7jgWdx,Committing acts of Journalism for the VR Renaissance. Social Enterprise. Honor Everywhere 360. #VR4good
3148438590,http://pbs.twimg.com/profile_images/737530810190860290/PxjTXCVE_normal.jpg,Cambrie Caldwell,CambrieCaldwell,https://t.co/FMVm0Wta8s,"Anchor, writer for @NewsBeatSocial - publishing objective 1-minute global video news. Low-key photographer/equestrian/swashbuckler."
3141300060,http://pbs.twimg.com/profile_images/716077485742403585/qGV2rUgF_normal.jpg,_prabdoowa,prabdoooowa,https://t.co/TuOkw0C97E,"Currently a UW journalism major w/ a nutritional sciences minor. UW Daily Reporter and part-time Crosscut Intern. UW Tennis M/W Reporter. 

ONA 16 for 3 days."
3122928175,http://pbs.twimg.com/profile_images/686908503965868032/9UOOGQGf_normal.jpg,Hart Van Denburg,hartoutwest,https://t.co/pIE8UuSRiH,Digital editor at Colorado Public Radio @newscpr. Coffee achiever. Mountain goat. On the path. #gratitude.
3110712953,http://pbs.twimg.com/profile_images/580401608309125120/Rwv1olKS_normal.jpg,Elizabeth Klynstra,EKlynstra,https://t.co/HhJ88N3jE1,Digital Director @WOODTV and @WOTV4Women. Journalist. News nerd. I ♥️AP style. Insta: e.klynstra
3106342507,http://pbs.twimg.com/profile_images/728338749784887296/cqCgoG5O_normal.jpg,Thai Sirikoone,sirikoone,https://t.co/y08rnghegU,Grant MacEwan - Bonaparte Boy
3044840091,http://pbs.twimg.com/profile_images/762424970718740480/X3dLOFLL_normal.jpg,Nolan D. McCaskill,NolanDMcCaskill,https://t.co/99VYu5XT96,"Breaking news reporter @politico | nmccaskill@politico.com | #FAMU | #NABJ | Chips Quinn Scholar | Former: @newsobserver, @ocalastyle"
3041549169,http://pbs.twimg.com/profile_images/567458990406119425/tY-d9zT3_normal.jpeg,Nick LaMartina,NickLaMartina,https://t.co/65WBevnETl,"Sound Designer, Composer, Director, Gamer."
3037268204,http://pbs.twimg.com/profile_images/615952678934286337/06RRZ0N1_normal.jpg,Chris Monterrosa,chrismatography,https://t.co/gjEgLRxHgK,"Freelance Photojournalist in the making...

 Digital Editor for the Santa Monica Corsair."
3026896446,http://pbs.twimg.com/profile_images/689649465276260352/GXeZksbO_normal.jpg,Katherine M Viloria,Kmviloria,,Broadcast News Major at the University of South Florida. Future reporter!
3024153159,http://pbs.twimg.com/profile_images/744978309696610310/WuYyukfU_normal.jpg,We Are CNN,CNNCareers,https://t.co/qNI3zPApDG,Join The CNN Recruiters for our #CNNJobsChat on the first Thursday of every month at 1:00pm ET
3004023422,http://pbs.twimg.com/profile_images/750727004287184896/GuwjtFrJ_normal.jpg,Sean Ottey @ Disrupt,EvangelistNinja,https://t.co/YRKlgt9Via,https://t.co/EV3mCkroZX for the https://t.co/cf7M1YVyGP: Talking to the world about how to grow their business with new domain extensions and the readable web.
2986239852,http://pbs.twimg.com/profile_images/726070655641251840/yOksHS08_normal.jpg,Makenzie Huber,MakenzieHuber,https://t.co/XTvxHb645X,"SDSU║ΧΩ║managing editor @sdsucollegian║former intern @argusleader, @sdepscor║@pulitzercenter student fellow"
2975939097,http://pbs.twimg.com/profile_images/568527921120157696/7FRuRiy1_normal.jpeg,ayumi fukuda bennett,ayumibennett,https://t.co/uosvkqIulM,"storytelling + advocating for people, places, communities. startup person. UX. developer. lover of good design+music by paul simon. opinions & cats are my own."
2969606461,http://pbs.twimg.com/profile_images/558115097873088512/-zHq70gQ_normal.jpeg,Ana Holleman,ana_holleman,,Fourth-year Journalism major at MacEwan University. Perpetually thinking; always feeling. Opinions my own. anastasia@thegriff.ca
2938195504,http://pbs.twimg.com/profile_images/733008252678504450/06L8xbqt_normal.jpg,Laurie Isola,laurie_isola,https://t.co/AqnNIEdE9G,Writer • Editor • Producer at OPB
2911774115,http://pbs.twimg.com/profile_images/542453256761262081/1dMkLFm6_normal.jpeg,Petcha,PetchaNetwork,https://t.co/d5O4jYQYHp,Petcha is the only digital brand that provides resources for the entire pet owner experience. We provide a friendly place you can go for guidance and community
2832221780,http://pbs.twimg.com/profile_images/515235460965076992/sBcPMPur_normal.jpeg,Sarah Rothenfluch,SarahOPB,http://t.co/6wmY4ol3nA,"Executive Editor, News, OPB"
2793745360,http://pbs.twimg.com/profile_images/708880259861577728/jJd1RqMW_normal.jpg,Anna McMillan,annamcmills,,words & trees
2792402204,http://pbs.twimg.com/profile_images/735364720933343232/9zXi00me_normal.jpg,Natalie Van Hoozer,NatVanH,https://t.co/VVMSnMNi9f,"Likes news, people watching, and raisins. Dual major in journalism and Spanish. @noticiero_movil & @RenoPublicRadio bilingual reporter."
2788625672,http://pbs.twimg.com/profile_images/702295585668276224/Ypl_6_7k_normal.jpg,Jordan J. Wines,JordanWinesRSJ,,Journalist at the Reynolds School
2776403691,http://pbs.twimg.com/profile_images/627102260569489408/VyWq5r9b_normal.jpg,DATA RULES ME,DataRulesMe,https://t.co/JaQyjOXk4A,Cynthia Andrews. Feminist. Nerd. Creative. I study @nyupoly. I do #dataviz @NBCUniversal and @TableauPublic. #CommLead alum.
2763721995,http://pbs.twimg.com/profile_images/765751065522216964/Jgt95uT5_normal.jpg,Emily Pelland,EmilyPelland,https://t.co/7y4UKFF1Ia,#SocialJustice #Documentary #VR #AR #Storytelling
2761703333,http://pbs.twimg.com/profile_images/717542451926417409/gpGj_Pnq_normal.jpg,Rachel Nusbaum,r_nusbaum,,"Lover of coffee, lost causes and public transportation. Communications for @HIASrefugees. @NYUGallatin & @AmericanU alum."
2760762456,http://pbs.twimg.com/profile_images/503328649869684736/6YmW5IKl_normal.jpeg,Matthew DiMera,mdimera,,Managing Editor @DailyXtra Canada's LGBT news source | theatre aficionado | journalist
2704992132,http://pbs.twimg.com/profile_images/727991542099677186/juHxsouL_normal.jpg,Vanilla Yu,vanillayu7,https://t.co/ExVxo29BBZ,"Student at University of Georgia | Studying Public Relations & MIS | Writer, Video-Logger on YouTube,  Backpacker in free time | Tomorrow Is Another Day!"
2689869625,http://pbs.twimg.com/profile_images/494077803029987329/ru6ScivK_normal.jpeg,John Hashimoto,johnhashimoto1,http://t.co/XAjEbpyfNK,"Former journalist-producer, now a Product lead at CNN Digital."
2687981786,http://pbs.twimg.com/profile_images/691662383517839361/AGSgxcZk_normal.jpg,Arizona Science Desk,AZScienceDesk,http://t.co/NnETUTcgM4,"Reporting on science, technology and innovation in Arizona and the Southwest for Arizona NPR member stations. (Retweets, follows, links ≠ endorsements.)"
2664446426,http://pbs.twimg.com/profile_images/776265641481285632/CBFY53XW_normal.jpg,bluelotus,bluelotus1051,,"Jersey-girl transplanted in DC. Loves cycling, energy, and digital media. Views are my own and not that of my employer. Retweets do not equal endorsements"
2649316418,http://pbs.twimg.com/profile_images/489174386394415106/dGAIC8bd_normal.jpeg,Dayna Gourley,DaynaGourley,http://t.co/WAWbikGLvm,Senior Producer
2628310885,http://pbs.twimg.com/profile_images/488027845910732801/kh-YfkN__normal.jpeg,Christine Sunu,christinesunu,,"writing, science, pies, cakes, haikus"
2606757402,http://pbs.twimg.com/profile_images/774075006309597185/6xSMJ-AO_normal.jpg,Jenny Ung,jenny__ung,https://t.co/K9FD8X6RTr,@CronkiteNews Digital Investigative Reporter • @ASU student '17 • Formerly @azcentral @POLITICO @USATWashington @USATODAYcollege
2596819082,http://pbs.twimg.com/profile_images/483726925911691266/SY33dBgi_normal.jpeg,Vic Seper,VicSeper,,"I intend to live forever. So far, so good. - Steven Wright"
2592019154,http://pbs.twimg.com/profile_images/639136115438424064/lXhLfXi8_normal.jpg,CU-Boulder's CMCI,CUBoulderCMCI,http://t.co/6kUHy6zdUB,"@CUBoulder's College of Media, Communication and Information. #CUCMCI"
2575988539,http://pbs.twimg.com/profile_images/768633830915776512/cMNHDff9_normal.jpg,parvin,parvzy,https://t.co/91J89DkSfc,"I write stuff (@thegriffmag), study stuff (@MacEwanU), and do stuff (@SAMacEwan). 50% loud, 50% unprofessional, 100% feminist killjoy 💖💣 [cis, she/her]"
2563635026,http://pbs.twimg.com/profile_images/755467604786053120/17UnAXwh_normal.jpg,Eric Weiss,EricCWeiss,https://t.co/CjxDY4t6Wa,Director of New Media @WPTV; news junkie.
2513646616,http://pbs.twimg.com/profile_images/774751660530929664/2iAKaVbJ_normal.jpg,Melissa Calhoun,melisscalhoun,,"Digital media manager, @mynews13 and @BN9. Free thinker. Music lover. Mom. Science queen. Inspired by the cosmos. Love my city Orlando."
2488543704,http://pbs.twimg.com/profile_images/641770384447131648/yzw6V7sz_normal.jpg,Liam Niemeyer,liamniemeyer,https://t.co/8UcNRD8Cms,"@OUHTC & @scrippsjschool student. @WCPO Ohio Statehouse Reporter. Jazz enthusiast, sometimes I dance. Retweets confirm your worst fears."
2488442551,http://pbs.twimg.com/profile_images/501836191117750272/URzgPOu-_normal.jpeg,Mary A. C. Fallon,MaryACFallon1,http://t.co/q6dwPKFMLX,"Multimedia producer, writer and communications consultant. Passion for producing documentaries. Learning  Italian."
2483053441,http://pbs.twimg.com/profile_images/468596707429609472/fLIvoHve_normal.jpeg,Richard Wiens,RichWiens,https://t.co/4BQc03YnyL,News editor at @civilbeat
2426157121,http://pbs.twimg.com/profile_images/751082070059782144/ylBXUNAg_normal.jpg,Caitlin Hendee,CHendeeDenBiz,http://t.co/bqS8ev6NlT,Home-grown Denver-ite. News junkie. Runner. Social media manager & web producer for @denbizjournal. Follow me @CaitlinHendee too.
2411653105,http://pbs.twimg.com/profile_images/582881192640282624/bAgs0PKa_normal.jpg,Todd Schauman,ToddSchauman,https://t.co/HN6INBUmUg,#Analytics & #Optimization Director @csmonitor - global news site with 9MM monthly visits. Opinions expressed are my own.
2387675737,http://pbs.twimg.com/profile_images/728465380486742017/NqIN7qS0_normal.jpg,Kristina Bravo,BravoKristina,,"Web producer @kpbsnews, San Diego's NPR and PBS station"
2385837378,http://pbs.twimg.com/profile_images/481610123773628416/Uoy7PZd__normal.png,Naytev,GoNaytev,http://t.co/tE2kfyU2x0,Redefining Social Sharing
2379200053,http://pbs.twimg.com/profile_images/738759685185142784/H4WB2d6G_normal.jpg,Malika Andrews,malika_andrews,https://t.co/3Sc9XrFFub,"Editor-in-Chief, @upbeacon | Trail Blazers writer, @AP | Formerly: @SJI_Update @denverpost | @NABJ |"
2373691187,http://pbs.twimg.com/profile_images/648671639501074433/AyGMWLPb_normal.jpg,Nana Sajaia,NanaSajaia,http://t.co/fSy0RyR1s7,"International Broadcaster @VoiceOfAmerica @VOA/Georgian @GeorgianService 
https://t.co/MrxD8hgE6a 
https://t.co/fSy0RyzqAz"
2367713221,http://pbs.twimg.com/profile_images/508619521691643905/lIG5fBqg_normal.png,Brusini hervé,Brusichon,,
2326325102,http://pbs.twimg.com/profile_images/676627904529367040/QMfqNndY_normal.jpg,Amy Roberts,amyrmizzou,,"Research librarian at CNN. 2015 Mizzou Journalism grad. I love UGA and baseball and snacks. There's a lot of snacking.

(My activity doesn't represent CNN.)"
2291439307,http://pbs.twimg.com/profile_images/467680017795665920/BOao_Ocm_normal.jpeg,Sandra Svoboda,WDETSandra,http://t.co/synx3CQe68,"Bankruptcy Blogger (and more!) at WDET, Detroit's public radio station, as part of Detroit Journalism Cooperative."
2289067574,http://pbs.twimg.com/profile_images/422584010661847040/Kb56pBSj_normal.jpeg,Matt Abshire,mattabs24,,"CNN Cross Platform Producer, NBA and movie enthusiast. All opinions are my own. RT ≠ endorsements."
2262836767,http://pbs.twimg.com/profile_images/707027601504788480/_kcSIj8b_normal.jpg,Samantha Ragland,sammyragland,https://t.co/E7Xa94OAvS,"I love Jesus, Ky. and grits. And laughing is my superpower. Snapchat @FlyAnkles | Digital Content Strategist @pbpost | Alum @NewhouseSU @WKU"
2259778536,http://pbs.twimg.com/profile_images/764965249367805952/pgQZ25bT_normal.jpg,Aolani Donegan,AolaniDonegan,https://t.co/gcfaL3bEpI,"Mom 1st| Specializing in social media at The @NewsObserver |Daily columnist (Trending Now)|Sports, Music & Style| #Pirate @EastCarolina"
2239594813,http://pbs.twimg.com/profile_images/718154618728005632/7_wpPLk3_normal.jpg,luca traini,l_traini,https://t.co/0O9Zfoglbs,"giornalista, direttore @nuovaferrara | Gruppo editoriale L'Espresso"
2227752234,http://pbs.twimg.com/profile_images/378800000823296182/6483e12065cc53681030f6fa76bb7de0_normal.jpeg,Matt Overman,moveoverman,https://t.co/rts8UvVmsZ,Domain names and food
2204225322,http://pbs.twimg.com/profile_images/378800000764515956/679385ba5cd97331191db6fedebe7469_normal.jpeg,Deblina Chakraborty,thedeblinaverse,https://t.co/Ie8xYzeaqZ,"Writer. Editor. Digital Director @DenverChannel by way of @EWScrippsCo. Past: HLN/CNN, HowStuffWorks, Discovery @EmersonCollege alum"
2196118548,http://pbs.twimg.com/profile_images/578264522554793985/gyFDh6I6_normal.jpeg,Jacob Rodriguez,jd_rodriguez9,,tweets from this account are just tweets from this account || web producer at FCN
2191060159,http://pbs.twimg.com/profile_images/691735749511684097/okVjBTw-_normal.jpg,Dani Friedland,DaniFriedland,http://t.co/pBA30vUF2Q,"Technology projects coordinator for @PlateMagazine, @Meatingplace, @HOTELSmagazine & @CarneTec. @Wellesley & @MedillSchool alumna. Fond of travel and bad puns."
2185434549,http://pbs.twimg.com/profile_images/378800000759492835/b61e41cad5e2bf7942b07c139b9b758a_normal.jpeg,Frank Valente,fvalente7,https://t.co/ar5ywPqdEQ,Account Executive @SocialFlow. @SetonHall alum.
2178779029,http://pbs.twimg.com/profile_images/631165396389769216/GbpACVIc_normal.jpg,Jennifer Hijazi,JenHijaz,,grad student. VR/multimedia reporter. culture enthusiast
2149361988,http://pbs.twimg.com/profile_images/725010900529213440/j7NFMm4g_normal.jpg,Sara Catania,Catanify,,"Now: Zócalo Public Square • Priors: Reuters, NBC, LA Times Pt (Pre-tronc), JSK Stanford • Always: Aspiring Flâneur"
1964386592,http://pbs.twimg.com/profile_images/768824274752864256/tY79j43o_normal.jpg,Kaitlin E. Barger,kebarger11,https://t.co/acM0PVT9iO,Digital Journalist @THV11 (@CBSNews/@TEGNA) in Little Rock•Opinions are my own•cat/dog mom. wannabe nature photog•permanently homesick for the ocean.
1946531388,http://pbs.twimg.com/profile_images/769703383771013120/IfUIAWWM_normal.jpg,Sarah Rowan,sarmarrow,,"TU '19 • News Editor @TheTowerlight • student journalist, Nutella enthusiast, dog owner"
1944613650,http://pbs.twimg.com/profile_images/378800000563176553/7147b66663c432f3802c2e4e4e595d05_normal.jpeg,Terry Lipshetz,TerryLipshetz,,"Consumer Experience Director for USA TODAY NETWORK-Wisconsin. Journalist, father, tech geek, baseball nut (See @BaseballBanter)."
1856245639,http://pbs.twimg.com/profile_images/539181351455694848/Qo6loYEx_normal.jpeg,Lauren Booker,laurenbisme,,"Web Managing Editor @gsusignal, General Manager @dmgatl16 and intern @WSBTV #GSU17 All opinions are my own."
1850100266,http://pbs.twimg.com/profile_images/712852578174902272/HpT8a0y5_normal.jpg,Elaine Piniat,epiniat,https://t.co/FZtctys2sK,"Audience Engagement Editor @Newsday. Aspiring author. Eat, pray, write."
1716739556,http://pbs.twimg.com/profile_images/378800000444126239/bd86249d7b96c6824524a224df5a0982_normal.jpeg,Colleen S. Good,CSGoodWV,,"West Virginian. WVU MSJ student. Writer, photographer, AR/VR dabbler."
1708118976,http://pbs.twimg.com/profile_images/708483841862729728/AfPL4kkH_normal.jpg,Jiquanda Johnson,JNicoleNews,http://t.co/tIO3XhAZVe,City of Flint reporter for MLive Media Group/The Flint Journal. Journalism junkie. Retweets do not signify an endorsement. Opinions r my own. #FlintWaterCrisis
1686443455,http://pbs.twimg.com/profile_images/589880350735671296/sFNM3hBM_normal.jpg,Maddy Perkins,MaddyKPerkins,https://t.co/HP0CxGTaN8,"Assistant managing editor @finplan, @onwallstreet @BIConline. Audiophile, sports fan, ski bum; @cunyjschool and @SarahLawrence alumna. RTs = RT's, views my own"
1644656600,http://pbs.twimg.com/profile_images/740990109927886849/LyR6Q3xR_normal.jpg,Cecilia Nowell,cecilianowell,,"Writer, explorer, cat-lover // wellesley'16 // editorial fellow @WeAreTheTempest // https://t.co/lfzgX0b7GC"
1634599530,http://pbs.twimg.com/profile_images/776619155801841664/j8U4GxOL_normal.jpg,Jose Olivares,jlosc9,https://t.co/gHfF2qHRh2,Bilingual multimedia journalist. Opinions my own. RT is not endorsement. Estudiante de periodismo y sociologia. PGP: https://t.co/44ilk5kMGQ
1605243098,http://pbs.twimg.com/profile_images/378800000698680948/2e60e9a1ee8f0aa5ca114406df6107a1_normal.jpeg,Jan Ross Piedad,janjourn,https://t.co/xrkZxwgxX9,"Journeying, Journaling I @NPR #NextGenRadio Reporter I Employable @MoodyCollege UT '16 Grad"
1604288388,http://pbs.twimg.com/profile_images/378800000153153028/5493f08d616a25f43515ba2454ed61ec_normal.jpeg,Samaruddin Stewart,samsends,http://t.co/VHvLme2afJ,"Media + tech.  Project Lead, http://t.co/zkLTBJyaAf and @StateDept Fellow.

Priors: Knight Fellow @JSKStanford 2013, News @AOL, Pix @AFP, overseas @StateDept"
1595910914,http://pbs.twimg.com/profile_images/727673180068810752/lgCpztx9_normal.jpg,Brad Bennion,BennionBrad,,News Editor @TheChrony. Before that: Editor-in-Chief @GlobeSLCC. Journalism student at the University of Utah.
1581344264,http://pbs.twimg.com/profile_images/646211673473183744/sg0lNoQd_normal.jpg,Libby Lewis,DrLibbyLewis,http://t.co/CCYdJhdWkC,Public speaker & Media Studies scholar with a PhD from UC Berkeley.  A former  anchor/reporter for CBS & NBC who loves to surf.
1545702404,http://pbs.twimg.com/profile_images/720787530094915584/Pv0R8o_w_normal.jpg,Lesly Salazar,leslysnews,https://t.co/Ww8WivZm4W,"Momma. PSU Senior. @EmmaLBowenFdn fellow. Former @fox5dc intern. @TEGNA social vid producer.
Enjoying college life with books in 1 hand and a baby in the other"
1543073551,http://pbs.twimg.com/profile_images/651326365841489920/8qtX8OWk_normal.jpg,farah alzaman,farah_alzaman,,reporter @alaraby_ar @LBCI_NEWS صحفية فلسطينية متخصصة بالشأن الإيراني
1514605044,http://pbs.twimg.com/profile_images/480368670586458113/bSl9SqRU_normal.jpeg,Sue Hale,inc_hale,,"Senior Consultant, Ethics and Excellence in Journalism Foundation"
1485495300,http://pbs.twimg.com/profile_images/688107370006773760/93clOyGV_normal.png,Allison Munro,yomunro,,"Mother, Yogi, Foodie, Traveler, Hopeful Surfer, Music Lover & Friend. Head of Marketing @viafoura Formerly @oraclemktgcloud @eloqua"
1468515162,http://pbs.twimg.com/profile_images/751898605519147009/wqqaQhLc_normal.jpg,Dana Branham,danabranham,https://t.co/nGy12jtmit,@oudaily editor-in-chief • @ona student newsroom '16 • previously: @tulsaworld web intern
1455558998,http://pbs.twimg.com/profile_images/776714826210869248/hdJ1_oVn_normal.jpg,Victoria Visgilio,victoriavis2,,"Senior Recruiter, News and Content @npr, formerly @ajam @abc Tweets are my own. RT not endorsements."
1409354640,http://abs.twimg.com/sticky/default_profile_images/default_profile_1_normal.png,Sir-Darius The Great,SirDarius86,http://t.co/oAuXaCm7hz,Personal Twitter #2
1408712245,http://pbs.twimg.com/profile_images/378800000638150369/4337555b8e2c4e38905bfdf85960b0cc_normal.jpeg,Sara Meehan,sarapmeehan,,"Digital news editor for @thebuffalonews. Wife. Mother. Sadly, not much of a sleeper."
1357387381,http://pbs.twimg.com/profile_images/3531516295/6cd4950c512743a0ce02ed9e059b9b09_normal.jpeg,Wendy Whitt,WendyWhitt1,,"Reader, writer, editor, journalist, teacher and Tar Heel."
